op,pid,latency_ticks,cs_ticks,flags
3,10,18539,0,0
2,10,38805,20295,0
3,10,18455,0,0
2,10,28794,10300,0
3,10,39213,20252,0
2,10,38712,20239,0
3,10,18455,0,0
2,10,28786,10313,0
2,7,2440782,880675,0
3,7,18739,0,0
2,7,40356,21379,0
3,7,18475,0,0
2,7,38820,20347,0
3,7,18455,0,0
2,7,28762,10290,0
3,7,39239,20278,0
2,7,38690,20217,0
3,7,18455,0,0
2,7,38765,20269,0
3,7,39235,20256,0
2,7,39321,20246,0
3,7,39316,20325,0
2,7,39492,20467,0
3,7,18455,0,0
2,7,38711,20239,0
3,7,39201,20240,0
2,7,38678,20217,0
3,7,18455,0,0
2,7,28750,10290,0
3,7,39201,20240,0
2,7,38678,20217,0
3,7,18455,0,0
3,8,2421012,900294,0
2,8,40671,21107,0
3,8,18667,0,0
2,8,28850,10399,0
3,8,39265,20304,0
2,8,38720,20246,0
3,8,18473,0,0
2,8,28735,10284,0
3,8,18455,0,0
2,8,28718,10267,0
3,8,18455,0,0
2,8,38668,20217,0
3,8,18455,0,0
2,8,50023,30445,0
3,8,18476,0,0
2,8,28785,10267,0
3,8,39178,20217,0
2,8,38793,20319,0
3,8,18473,0,0
2,8,38685,20234,0
3,8,18455,0,0
2,8,28718,10267,0
3,8,18455,0,0
2,8,38719,20245,0
3,8,39213,20234,0
2,8,28718,10267,0
3,9,18455,0,0
2,9,41563,21667,0
3,9,18692,0,0
2,9,28866,10372,0
3,9,18455,0,0
2,9,28829,10336,0
3,9,39351,20390,0
2,9,28743,10267,0
3,9,18455,0,0
2,9,39522,20539,0
3,9,18455,0,0
2,9,38853,20333,0
3,9,39459,20458,0
2,9,29327,10267,0
3,9,18460,0,0
2,9,28886,10363,0
3,9,18455,0,0
2,9,38872,20352,0
3,9,18475,0,0
2,9,28892,10398,0
3,9,18455,0,0
2,9,38779,20286,0
3,9,18455,0,0
2,9,28872,10379,0
3,9,39302,20341,0
2,9,38714,20217,0
3,9,18455,0,0
3,10,2425646,888663,0
2,10,31238,11525,0
3,10,18796,0,0
2,10,39661,20739,0
3,10,39491,20340,0
2,10,39423,20557,0
3,10,18561,0,0
2,10,38913,20397,0
3,10,39264,20262,0
2,10,38688,20237,0
3,10,18455,0,0
2,10,28738,10287,0
3,10,19112,0,0
2,10,39625,20587,0
3,10,18455,0,0
2,10,49397,30417,0
3,10,18467,0,0
2,10,38689,20238,0
3,10,18455,0,0
2,10,39315,20493,0
3,10,18552,0,0
2,10,28852,10344,0
3,10,18455,0,0
2,10,38715,20244,0
3,10,18455,0,0
2,10,28782,10300,0
2,7,2459002,880330,0
3,7,18849,0,0
2,7,29924,10717,0
3,7,18455,0,0
2,7,38997,20524,0
3,7,18455,0,0
2,7,49881,30845,0
3,7,18505,0,0
2,7,38764,20268,0
3,7,18473,0,0
2,7,39485,20506,0
3,7,18455,0,0
2,7,39332,20257,0
3,7,18480,0,0
2,7,38784,20265,0
3,7,18455,0,0
2,7,38784,20288,0
3,7,18473,0,0
2,7,38729,20256,0
3,7,18455,0,0
2,7,39468,20490,0
3,7,18455,0,0
2,7,49459,30469,0
3,7,18473,0,0
2,7,28749,10289,0
3,7,18455,0,0
3,8,2419225,840170,0
2,8,41179,21061,0
3,8,18595,0,0
2,8,49874,30860,0
3,8,18559,0,0
2,8,28718,10267,0
3,8,39213,20252,0
2,8,49374,30417,0
3,8,18455,0,0
2,8,38719,20245,0
3,8,39213,20234,0
2,8,28718,10267,0
3,8,19086,0,0
2,8,28765,10267,0
3,8,18455,0,0
2,8,28718,10267,0
3,10,18478,0,0
2,10,38946,20422,0
3,10,18465,0,0
2,10,28825,10352,0
3,10,18455,0,0
2,10,28804,10331,0
3,10,18455,0,0
2,10,28826,10331,0
3,10,39260,20299,0
2,10,39289,20469,0
3,10,18632,0,0
2,10,28863,10352,0
3,10,18455,0,0
2,10,38736,20242,0
2,7,2450170,890468,0
3,7,18815,0,0
2,7,40492,21201,0
3,7,39405,20394,0
2,7,28739,10267,0
3,7,18455,0,0
2,7,28762,10290,0
3,7,18455,0,0
2,7,38765,20269,0
3,7,18473,0,0
2,7,38729,20256,0
3,7,39201,20240,0
2,7,39322,20245,0
3,7,18480,0,0
2,7,39552,20527,0
3,7,18455,0,0
2,7,28761,10289,0
3,7,39201,20240,0
2,7,38761,20265,0
3,7,39235,20256,0
2,7,39445,20467,0
3,7,18455,0,0
2,7,49471,30469,0
3,7,18473,0,0
2,8,2410271,870367,0
3,8,40414,20787,0
2,8,28912,10267,0
3,8,18455,0,0
2,8,28793,10289,0
3,8,18455,0,0
2,8,39193,20557,0
3,8,39299,20288,0
2,8,38742,20246,0
3,8,18473,0,0
2,8,28779,10306,0
3,8,18455,0,0
2,8,28762,10290,0
3,8,39848,20240,0
2,8,39626,20548,0
3,8,18455,0,0
2,8,38814,20304,0
3,8,18473,0,0
2,8,49435,30456,0
3,8,18455,0,0
2,8,38712,20240,0
3,8,39201,20240,0
2,8,38741,20245,0
3,8,18473,0,0
2,8,38717,20256,0
2,9,2428236,869347,0
3,9,18761,0,0
2,9,30560,11364,0
3,9,18455,0,0
2,9,28848,10371,0
3,9,39372,20391,0
2,9,38734,20217,0
3,9,39343,20362,0
2,9,39221,20647,0
3,9,18507,0,0
2,9,28874,10376,0
3,9,39275,20314,0
2,9,38746,20246,0
3,9,19138,0,0
2,9,49744,30660,0
3,9,18455,0,0
2,9,38826,20328,0
3,9,18455,0,0
2,9,38988,20361,0
3,9,39314,20335,0
2,9,38808,20245,0
3,9,18475,0,0
2,9,28874,10376,0
3,9,18455,0,0
2,9,38791,20314,0
3,9,18455,0,0
3,10,2420252,919038,0
2,10,41148,21427,0
3,10,39418,20261,0
2,10,38710,20237,0
3,10,39190,20229,0
2,10,39602,20722,0
3,10,18711,0,0
2,10,38973,20441,0
3,10,18465,0,0
2,10,39407,20570,0
3,10,18559,0,0
2,10,50505,30898,0
3,10,18510,0,0
2,10,50187,30806,0
3,10,18602,0,0
2,10,28851,10344,0
3,10,39198,20237,0
2,10,50054,30711,0
3,10,18592,0,0
2,10,28781,10308,0
3,10,39190,20229,0
2,10,39292,20494,0
3,10,18560,0,0
2,7,2436609,951355,0
3,7,18893,0,0
2,7,29808,10761,0
3,7,18455,0,0
2,7,28793,10321,0
3,7,18455,0,0
2,7,39317,20799,0
3,7,39307,20295,0
2,7,28739,10267,0
3,7,39201,20240,0
2,7,38761,20265,0
3,7,18473,0,0
2,7,38729,20256,0
3,7,19058,0,0
2,7,28890,10344,0
3,7,39200,20239,0
2,7,38690,20217,0
3,7,18455,0,0
2,7,38821,20325,0
3,7,39235,20256,0
2,7,38762,20266,0
3,7,39230,20251,0
2,7,38761,20265,0
3,7,39230,20251,0
3,8,2427384,961392,0
2,8,30351,10803,0
3,8,18595,0,0
2,8,39150,20578,0
3,8,39313,20310,0
2,8,38739,20265,0
3,8,39255,20277,0
2,8,38740,20266,0
3,8,18472,0,0
2,8,38728,20277,0
3,8,18455,0,0
2,8,28718,10267,0
3,8,18455,0,0
2,8,39286,20265,0
3,8,39296,20304,0
2,8,39470,20467,0
3,8,18455,0,0
2,8,38814,20340,0
3,8,18473,0,0
2,8,28777,10326,0
3,8,18455,0,0
2,8,38758,20307,0
3,8,18455,0,0
2,8,28718,10267,0
3,8,39178,20217,0
2,9,2415820,970287,0
3,9,18917,0,0
2,9,40531,21503,0
3,9,18475,0,0
2,9,38860,20354,0
3,9,18455,0,0
2,9,28832,10350,0
3,9,18455,0,0
2,9,28861,10384,0
3,9,18455,0,0
2,9,49554,30516,0
3,9,18475,0,0
2,9,38896,20333,0
3,9,39921,20373,0
2,9,29021,10370,0
3,9,18455,0,0
2,9,38909,20363,0
3,9,39312,20331,0
2,9,28767,10267,0
3,9,39343,20362,0
2,9,38785,20245,0
3,9,18475,0,0
2,9,38854,20348,0
3,9,18455,0,0
2,9,28844,10350,0
3,9,39307,20346,0
2,10,2448733,949019,0
3,10,18926,0,0
2,10,51961,32058,0
3,10,18769,0,0
2,10,28859,10366,0
3,10,18457,0,0
2,10,50144,30779,0
3,10,18614,0,0
2,10,28825,10352,0
3,10,18455,0,0
2,10,50184,30819,0
3,10,18626,0,0
2,10,39923,20490,0
3,10,18600,0,0
2,10,29014,10454,0
3,10,18455,0,0
2,10,38827,20340,0
3,10,18465,0,0
2,10,39412,20551,0
3,10,39540,20417,0
2,10,39526,20613,0
3,10,39404,20302,0
2,10,50192,30775,0
3,10,18633,0,0
2,7,2416596,911828,0
3,7,18891,0,0
2,7,29812,10773,0
3,7,39238,20277,0
2,7,39313,20783,0
3,7,18473,0,0
2,7,28779,10306,0
3,7,39201,20240,0
3,10,18465,0,0
2,10,39295,20497,0
3,10,18561,0,0
2,10,28834,10345,0
3,10,18455,0,0
2,10,38737,20286,0
3,10,18465,0,0
2,10,50768,30789,0
3,10,18638,0,0
2,10,50109,30750,0
3,10,18617,0,0
2,10,39370,20562,0
3,10,18566,0,0
2,10,38930,20398,0
3,10,39221,20250,0
2,10,38688,20237,0
3,10,18455,0,0
2,10,50100,30723,0
3,7,2411593,961542,0
2,7,30844,11009,0
3,7,18559,0,0
2,7,39220,20712,0
3,7,18505,0,0
2,7,49386,30429,0
3,7,18455,0,0
2,7,38668,20217,0
3,7,18455,0,0
2,7,38720,20246,0
3,7,39242,20263,0
2,7,49413,30445,0
3,7,19076,0,0
2,7,28765,10267,0
3,7,39178,20217,0
2,7,38755,20281,0
3,7,18473,0,0
2,7,39436,20479,0
3,7,18455,0,0
2,7,39424,20467,0
3,7,18455,0,0
2,7,38720,20246,0
3,7,18473,0,0
2,7,28730,10279,0
3,7,39178,20217,0
3,8,2421243,951965,0
2,8,30593,10932,0
3,8,18703,0,0
2,8,49862,30848,0
3,8,18505,0,0
2,8,39424,20467,0
3,8,18455,0,0
2,8,38720,20246,0
3,8,18473,0,0
2,8,28730,10279,0
3,8,39212,20251,0
2,8,39424,20467,0
3,8,18455,0,0
2,8,39332,20245,0
3,8,18480,0,0
2,8,49478,30480,0
3,8,18455,0,0
2,8,38756,20282,0
3,8,39208,20229,0
2,8,28718,10267,0
3,8,39178,20217,0
2,8,49374,30417,0
3,8,18455,0,0
2,8,38720,20246,0
3,9,2428869,960707,0
2,9,41571,21597,0
3,9,18692,0,0
2,9,38829,20323,0
3,9,18455,0,0
2,9,28906,10366,0
3,9,39291,20330,0
2,9,38827,20284,0
3,9,18475,0,0
2,9,38802,20304,0
3,9,18455,0,0
2,9,28840,10342,0
3,9,39251,20290,0
2,9,39356,20217,0
3,9,39349,20368,0
2,9,38781,20217,0
3,9,18455,0,0
2,9,28840,10342,0
3,9,39329,20348,0
2,9,38792,20282,0
3,9,18475,0,0
2,9,49531,30527,0
3,9,18455,0,0
2,9,38841,20321,0
3,9,18475,0,0
3,10,2432034,948654,0
2,10,52532,32047,0
3,10,18943,0,0
2,10,39524,20653,0
3,10,18560,0,0
2,10,39523,20528,0
3,10,18455,0,0
2,10,50068,30703,0
3,10,18592,0,0
2,10,28751,10300,0
3,10,18455,0,0
2,10,28738,10287,0
3,10,18455,0,0
2,10,50720,30743,0
3,10,18628,0,0
2,10,39354,20538,0
3,10,39801,20713,0
2,10,28851,10373,0
3,10,18455,0,0
2,10,39321,20493,0
3,10,18563,0,0
2,10,29251,10748,0
3,10,18455,0,0
2,10,38830,20379,0
3,10,18455,0,0
2,10,28740,10289,0
2,7,2427116,921674,0
3,7,40870,21211,0
2,7,29102,10267,0
3,7,39188,20227,0
2,7,39165,20617,0
3,7,18473,0,0
2,7,38745,20245,0
3,7,39189,20228,0
2,7,38690,20217,0
3,7,39189,20228,0
2,7,49447,30445,0
3,7,19044,0,0
2,7,38813,20293,0
3,7,39223,20244,0
2,7,38742,20246,0
3,7,18473,0,0
2,7,28767,10294,0
3,7,39189,20228,0
2,7,38741,20245,0
3,7,18473,0,0
2,7,38705,20244,0
3,7,18455,0,0
2,7,38741,20257,0
3,8,2437161,951536,0
2,8,30712,11067,0
3,8,39859,20794,0
2,8,28718,10267,0
3,8,39178,20217,0
2,8,38668,20217,0
3,8,18455,0,0
2,8,39001,20429,0
3,8,18505,0,0
2,8,28735,10284,0
3,8,18455,0,0
2,8,28718,10267,0
3,8,18455,0,0
2,8,39274,20217,0
3,8,18460,0,0
2,8,38814,20309,0
3,8,18473,0,0
2,8,28735,10284,0
3,8,39178,20217,0
2,8,28718,10267,0
3,8,39178,20217,0
2,8,38668,20217,0
3,8,18455,0,0
2,8,38719,20245,0
3,8,39213,20234,0
2,9,2424702,941094,0
3,9,18879,0,0
2,9,40976,21527,0
3,9,18502,0,0
2,9,50003,30943,0
3,9,18476,0,0
2,9,28839,10341,0
3,9,18455,0,0
2,9,38888,20368,0
3,9,18475,0,0
2,9,38814,20337,0
3,9,18455,0,0
2,9,28814,10337,0
3,9,18455,0,0
2,9,39447,20336,0
3,9,18480,0,0
2,9,28945,10377,0
3,9,39291,20330,0
2,9,38849,20286,0
3,9,39383,20382,0
2,9,28760,10267,0
3,9,18455,0,0
2,9,49561,30535,0
3,9,18475,0,0
2,9,38869,20349,0
3,9,18475,0,0
3,10,2420116,939059,0
2,10,41722,21877,0
3,10,18904,0,0
2,10,39739,20724,0
3,10,18465,0,0
2,10,28770,10297,0
3,10,39236,20275,0
2,10,38688,20237,0
3,10,18455,0,0
2,10,50048,30714,0
3,10,18562,0,0
2,10,39605,20587,0
3,10,19078,0,0
2,10,38806,20306,0
3,10,18455,0,0
2,10,39288,20490,0
3,10,18568,0,0
2,10,49473,30478,0
3,10,18455,0,0
2,10,39283,20485,0
3,10,18529,0,0
2,10,39523,20528,0
3,10,18455,0,0
2,10,39267,20469,0
3,10,18529,0,0
3,7,2424213,901068,0
2,7,40974,21315,0
